Sr No.,sample_id,from_m,to_m,width_m,lithology,li_mica_pct,li_ppm,li2o_pct,cs_ppm,be_ppm,rb_ppm,ta_ppm,nb_ppm,sn_ppm,w_ppm,mo_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,eu_ppm,sm_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,total_ree_ppm,borehole_id
1,KRKC-01/1,0.0,2.1,2.1,Soil with rock fragments,~10,230.0,495.19,46.05,11.03,342.06,2.81,12.34,2.88,2.4,<0.5,8.26,17.42,2,7.14,0.41,1.87,1.75,0.37,2.03,0.35,0.86,0.15,1.05,0.15,43.80999999999999,KRKC-01
2,KRKC-01/2,2.1,2.6,0.5,Leucogranite,~20,330.0,710.49,41.67,19.05,333.32,5.28,17.95,3.39,2.07,<0.5,13.29,26.66,3.09,11.18,0.65,3.04,2.71,0.54,2.91,0.45,1.12,0.17,0.97,0.14,66.92000000000002,KRKC-01
3,KRKC-01/3,2.6,3.1,0.5,Leucogranite,~20,240.0,516.72,42.67,12.76,336.15,3.43,12.95,2.87,2.05,<0.5,9.77,19.66,2.33,8.51,0.56,2.27,2,0.39,2.13,0.37,0.87,0.14,0.72,0.11,49.83,KRKC-01
4,KRKC-01/4,3.1,3.6,0.5,Leucogranite,15 to 20,325.0,699.725,51.4,11.52,333.51,3.83,14.08,3.44,2.62,<0.5,10.3,20.24,2.29,8.55,0.58,2.25,2.09,0.43,2.28,0.39,0.86,0.14,0.81,0.11,51.32,KRKC-01
5,KRKC-01/5,3.6,4.1,0.5,Leucogranite,15 to 20,265.0,570.545,39.84,22.99,350.5,5.72,16.27,3.17,2.04,<0.5,7.69,15.74,1.8,6.48,0.47,1.82,1.59,0.34,1.71,0.3,0.63,0.1,0.62,0.08,39.370000000000005,KRKC-01
6,KRKC-01/6,4.1,4.6,0.5,Leucogranite with pegmatite,4 to 5,285.0,613.605,45.13,10.57,321.55,3.83,15.59,3.4,2.2,<0.5,9.52,19.66,2.29,8.16,0.53,2.2,1.92,0.39,2.28,0.35,0.86,0.12,0.81,0.12,49.21,KRKC-01
7,KRKC-01/7,4.6,5.1,0.5,Leucogranite,15 to 20,280.0,602.84,45.33,13.77,320.05,4.44,17.87,3.62,2.59,<0.5,13.85,27.66,3.13,11.74,0.61,2.95,2.67,0.51,2.61,0.42,1,0.15,0.86,0.12,68.28000000000002,KRKC-01
8,KRKC-01/8,5.1,5.6,0.5,Leucogranite,15 to 20,290.0,624.37,43.44,10.86,329.62,4.0,14.21,3.26,2.4,0.55,10.33,20.64,2.39,8.54,0.55,2.16,1.95,0.4,2.08,0.33,0.76,0.11,0.72,0.1,51.059999999999995,KRKC-01
9,KRKC-01/9,5.6,6.1,0.5,Leucogranite,15 to 20,270.0,581.3100000000001,41.44,10.4,303.74,3.42,13.09,2.96,2.27,<0.5,8.85,18.33,2.1,7.65,0.52,2.1,1.87,0.37,1.97,0.32,0.72,0.12,0.68,0.09,45.69,KRKC-01
10,KRKC-01/10,6.1,6.6,0.5,Leucogranite,15 to 20,280.0,602.84,44.58,26.88,315.89,3.86,12.83,3.45,2.63,<0.5,10.4,19.77,2.36,8.57,0.51,2.27,2.08,0.4,2.18,0.33,0.79,0.13,0.74,0.11,50.64,KRKC-01
11,KRKC-01/11,6.6,7.1,0.5,Leucogranite,15 to 20,285.0,613.605,45.54,22.06,358.15,4.96,17.09,4.37,3.7,0.52,11.19,22.05,2.53,9.17,0.57,2.36,2.22,0.43,2.31,0.38,0.84,0.14,0.79,0.11,55.09000000000001,KRKC-01
12,KRKC-01/12,7.1,7.6,0.5,Leucogranite,~15,260.0,559.78,41.09,12.3,343.85,4.05,16.24,3.2,2.3,<0.5,10.49,21.19,2.36,9.04,0.59,2.37,2.12,0.43,2.36,0.36,0.84,0.13,0.76,0.11,53.15,KRKC-01
13,KRKC-01/13,7.6,8.1,0.5,Leucogranite,~15,280.0,602.84,43.91,14.12,356.88,3.98,18.35,3.27,2.31,<0.5,16.17,32.13,3.67,13.47,0.61,3.32,2.79,0.53,2.66,0.4,0.94,0.13,0.79,0.12,77.73000000000002,KRKC-01
14,KRKC-01/14,8.1,8.6,0.5,Leucogranite,~15,305.0,656.665,50.29,12.71,343.57,4.24,17.82,3.83,2.7,<0.5,10.63,21.22,2.45,8.81,0.59,2.42,2.18,0.43,2.33,0.36,0.87,0.14,0.81,0.11,53.35000000000001,KRKC-01
15,KRKC-01/15,8.6,9.1,0.5,Leucogranite,~15,290.0,624.37,43.14,17.53,320.87,4.0,14.52,3.58,2.7,<0.5,9.32,18.79,2.17,7.97,0.56,2.19,1.89,0.41,2.09,0.33,0.78,0.13,0.88,0.11,47.620000000000005,KRKC-01
16,KRKC-01/16,9.1,9.6,0.5,Leucogranite,~15,330.0,710.49,57.56,9.76,336.98,3.92,16.39,4.39,3.17,<0.5,10.7,21.5,2.4,9.0,0.56,2.45,2.2,0.44,2.31,0.36,0.8,0.13,0.7,0.1,53.65000000000001,KRKC-01
17,KRKC-01/17,9.6,10.1,0.5,Leucogranite,~10,275.0,592.075,53.4,9.94,321.45,7.5,17.48,3.76,2.72,<0.5,10.53,21.04,2.44,8.93,0.52,2.4,2.22,0.45,2.39,0.4,0.92,0.14,0.85,0.12,53.35,KRKC-01
18,KRKC-01/18,10.1,10.6,0.5,Leucogranite,10 to 15,220.0,473.66,40.89,10.19,347.87,3.83,13.19,2.64,2.19,<0.5,11.09,22.63,2.62,9.56,0.55,2.78,2.6,0.56,3.12,0.51,1.3,0.21,1.25,0.17,58.949999999999996,KRKC-01
19,KRKC-01/19,10.6,11.1,0.5,Leucogranite,10 to 15,285.0,613.605,38.49,15.75,308.76,3.21,15.56,2.91,2.31,<0.5,9.98,19.58,2.28,8.2,0.54,2.24,2.07,0.4,2.15,0.35,0.77,0.12,0.79,0.1,49.57,KRKC-01
20,KRKC-01/20,11.1,11.6,0.5,Granitic pegmatite,2 to 3,225.0,484.425,33.11,56.65,266.06,2.15,11.62,5.16,4.09,0.78,6.86,13.61,1.63,5.86,0.33,1.78,1.75,0.36,1.97,0.32,0.75,0.14,0.92,0.13,36.410000000000004,KRKC-01
21,KRKC-01/21,11.6,12.1,0.5,Leucogranite,~15,295.0,635.135,42.9,8.05,320.94,3.16,15.1,3.35,2.43,<0.5,9.4,19.54,2.27,8.56,0.57,3.31,2.15,0.43,2.32,0.38,0.86,0.13,0.81,0.11,50.84,KRKC-01
22,KRKC-01/22,12.1,12.6,0.5,Leucogranite,~15,330.0,710.49,62.44,8.6,341.64,3.76,16.63,3.9,2.54,<0.5,10.49,21.59,2.52,9.31,0.58,2.62,2.23,0.46,2.35,0.36,0.88,0.13,0.75,0.1,54.370000000000005,KRKC-01
23,KRKC-01/23,12.6,13.1,0.5,Leucogranite,~15,325.0,699.725,60.82,10.0,358.96,3.75,17.2,4.07,2.83,<0.5,10.69,21.33,2.5,9.25,0.61,2.57,2.31,0.48,2.42,0.4,0.95,0.14,0.76,0.12,54.529999999999994,KRKC-01
24,KRKC-01/24,13.1,13.6,0.5,Leucogranite,~15,300.0,645.9,42.54,8.94,315.17,3.46,15.36,3.59,2.68,<0.5,10,19.71,2.35,8.49,0.54,2.47,2.16,0.47,2.57,0.43,1.08,0.17,0.92,0.13,51.49,KRKC-01
25,KRKC-01/25,13.6,14.1,0.5,Leucogranite,~15,300.0,645.9,39.12,16.85,336.68,3.52,15.35,3.21,2.53,0.5,10.94,21.97,2.59,9.41,0.61,2.54,2.28,0.48,2.47,0.4,0.92,0.14,0.79,0.12,55.65999999999999,KRKC-01
26,KRKC-01/26,14.1,14.6,0.5,Leucogranite,~15,300.0,645.9,37.82,9.81,313.5,3.24,14.31,5.29,3.84,0.86,12.34,24.77,2.89,10.51,0.63,2.77,2.46,0.49,2.45,0.4,0.94,0.14,0.9,0.12,61.81,KRKC-01
27,KRKC-01/27,14.6,15.1,0.5,Leucogranite,~15,295.0,635.135,59.6,9.13,322.6,3.28,13.7,4.21,3.06,<0.5,11.02,23.28,2.63,9.68,0.57,2.66,2.34,0.47,2.54,0.41,0.96,0.16,0.96,0.13,57.81,KRKC-01
28,KRKC-01/28,15.1,15.6,0.5,Leucogranite,~15,290.0,624.37,40.22,21.17,331.35,3.17,15.43,3.22,2.57,<0.5,11.59,23.58,2.7,10.29,0.62,2.77,2.47,0.49,2.52,0.4,0.92,0.14,0.85,0.12,59.46000000000001,KRKC-01
29,KRKC-01/29,15.6,16.1,0.5,Leucogranite,~15,245.0,527.485,47.27,8.09,311.27,3.07,13.55,3.34,2.82,<0.5,10.68,22.21,2.51,9.3,0.63,2.58,2.41,0.47,2.59,0.42,1.04,0.16,0.93,0.13,56.06000000000001,KRKC-01
30,KRKC-01/30,16.1,16.6,0.5,Leucogranite,~15,260.0,559.78,40.76,9.16,336.49,3.26,14.09,3.05,2.48,<0.5,11.5,24.5,2.76,10.34,0.64,2.85,2.53,0.53,2.73,0.45,1.15,0.18,1.11,0.15,61.419999999999995,KRKC-01
31,KRKC-01/31,16.6,17.1,0.5,Leucogranite,~15,245.0,527.485,43.15,9.16,309.64,3.22,14.16,3.58,3.02,<0.5,12.85,26.19,3.06,11.18,0.61,2.91,2.47,0.46,2.48,0.41,0.96,0.15,0.95,0.14,64.82,KRKC-01
32,KRKC-01/32,17.1,17.6,0.5,Leucogranite,~15,285.0,613.605,44.67,9.41,299.35,3.05,12.9,3.77,3.08,<0.5,11.24,23.13,2.79,9.76,0.61,2.7,2.51,0.49,2.68,0.46,1.07,0.17,1.04,0.14,58.79,KRKC-01
33,KRKC-01/33,17.6,18.1,0.5,Leucogranite,~15,265.0,570.545,43.58,17.29,300.03,3.13,13.5,3.41,3.06,<0.5,10.93,22.92,2.66,9.94,0.61,2.67,2.49,0.49,2.73,0.49,1.23,0.21,1.4,0.22,58.99,KRKC-01
34,KRKC-01/34,18.1,18.6,0.5,Leucogranite,15 to 20,250.0,538.25,38.01,9.14,190.41,2.9,13.82,2.95,2.64,<0.5,11.29,24.03,2.82,10.55,0.6,2.73,2.27,0.46,2.35,0.37,0.85,0.13,0.86,0.11,59.42,KRKC-01
35,KRKC-01/35,18.6,19.1,0.5,Leucogranite,15 to 20,250.0,538.25,41.69,16.95,182.3,3.28,12.74,3.24,2.5,<0.5,9.3,19.01,2.3,8.22,0.54,2.42,2.13,0.45,2.28,0.37,0.86,0.13,0.78,0.1,48.890000000000015,KRKC-01
36,KRKC-01/36,19.1,19.6,0.5,Leucogranite,15 to 20,240.0,516.72,52.38,24.99,192.67,3.01,11.74,3.49,5.51,<0.5,10.45,22.21,2.53,9.3,0.5,2.73,2.4,0.5,2.71,0.44,1.11,0.16,1.02,0.15,56.20999999999999,KRKC-01
37,KRKC-01/37,19.6,20.1,0.5,Leucogranite,15 to 20,225.0,484.425,49.95,7.96,175.7,2.75,10.44,3.08,2.32,<0.5,12.31,25.86,3.05,11.38,0.56,3.16,2.74,0.54,2.79,0.44,1.03,0.15,0.88,0.12,65.01,KRKC-01
38,KRKC-01/38,20.1,20.6,0.5,Leucogranite & granitic pegmatite,15 to 20,225.0,484.425,32.21,7.66,160.67,2.04,10.54,1.84,2.55,<0.5,11.31,23.26,2.71,10.09,0.5,2.7,2.42,0.52,2.67,0.45,1.02,0.17,1.07,0.14,59.03000000000002,KRKC-01
39,KRKC-01/39,20.6,21.1,0.5,Granitic pegmatite,~5,170.0,366.01,28.89,13.63,182.2,1.49,7.86,1.93,1.38,<0.5,9.72,19.53,2.24,7.9,0.37,2.47,2.35,0.53,3.23,0.52,1.37,0.22,1.49,0.19,52.129999999999995,KRKC-01
40,KRKC-01/40,21.1,21.6,0.5,Granitic pegmatite,~5,165.0,355.245,39.37,10.23,180.39,2.03,11.33,3.31,2.62,<0.5,5.9,12.21,1.41,5.0,0.33,1.61,1.43,0.35,1.9,0.31,0.78,0.14,0.81,0.12,32.3,KRKC-01
41,KRKC-01/41,21.6,22.1,0.5,Granitic pegmatite,~5,195.0,419.835,31.55,7.5,181.06,2.9,15.02,3.44,4.95,<0.5,3.74,7.96,0.89,3.0,0.22,1.14,1.16,0.34,2.2,0.38,1.02,0.21,1.42,0.21,23.89,KRKC-01
42,KRKC-01/42,22.1,22.6,0.5,Granitic pegmatite and leucogranite,10 to 15,230.0,495.19,42.74,33.65,180.59,3.33,16.42,3.36,3.37,<0.5,6.92,14.01,1.61,5.89,0.35,1.84,1.66,0.37,2.13,0.32,0.9,0.15,1.04,0.15,37.339999999999996,KRKC-01
43,KRKC-01/43,22.7,23.2,0.5,Leucogranite,10 to 15,240.0,516.72,40.26,17.36,174.97,2.23,11.01,2.04,1.75,<0.5,10.22,20.68,2.32,8.48,0.44,2.62,2.12,0.43,2.24,0.35,0.79,0.12,0.81,0.1,51.72,KRKC-01
44,KRKC-01/44,23.2,23.7,0.5,Pegmatite & leucogranite,10 to 15,250.0,538.25,40.0,9.04,184.3,2.46,11.7,2.55,3.59,<0.5,10.23,20.72,2.36,8.76,0.46,2.36,2.17,0.44,2.37,0.38,0.99,0.16,0.96,0.11,52.47,KRKC-01
